nfya-1	Adult,Embryo,Larvae	+	ce10
nhr-10	Larvae	+	ce10
nhr-11	Embryo,Larvae	+	ce10
nhr-116	Larvae	+	ce10
nhr-12	Embryo,Larvae	+	ce10
nhr-129	Larvae	+	ce10
nhr-2	Embryo	+	ce10
nhr-21	Larvae	+	ce10
nhr-23	Larvae	+	ce10
nhr-237	Embryo,Larvae	+	ce10
nhr-25	Larvae	+	ce10
nhr-28	Embryo,Larvae	+	ce10
nhr-6	Larvae	+	ce10
nhr-67	Larvae	+	ce10
nhr-76	Larvae	+	ce10
nhr-77	Larvae	+	ce10
npp-13	Embryo	+	ce10
npp-3	Embryo	+	ce10
nurf-1	Larvae	+	ce10
pax-1	Embryo	+	ce10
peb-1	Larvae	+	ce10
pes-1	Larvae	+	ce10
pha-4	Adult,Embryo,Larvae	+	ce10
pop-1	Embryo	+	ce10
pqm-1	Larvae	+	ce10
pqn-85	Embryo,Larvae	+	ce10
rec-8	Adult	+	ce10
rpc-1	Larvae	+	ce10
sax-3	Larvae	+	ce10
scc-1	Adult,Larvae	+	ce10
sdc-1	Embryo	+	ce10
sdc-2	Embryo	+	ce10
sdc-3	Embryo,Larvae	+	ce10
sea-2	Larvae	+	ce10
sem-4	Larvae	+	ce10
sin-3	Embryo,Larvae	+	ce10
skn-1	Larvae	+	ce10
sma-3	Larvae	+	ce10
sma-4	Larvae	+	ce10
sma-9	Larvae	+	ce10
smc-3	Larvae	+	ce10
smc-4	Embryo	+	ce10
smc-6	Embryo	+	ce10
sptf-1	Larvae	+	ce10
taf-1	Embryo	+	ce10
tbp-1	Embryo	+	ce10
tlp-1	Larvae	+	ce10
top-2	Larvae	+	ce10
tra-1	Adult,Larvae	+	ce10
unc-119	Embryo	+	ce10
unc-130	Larvae	+	ce10
unc-39	Embryo,Larvae	+	ce10
unc-55	Larvae	+	ce10
unc-62	Adult,Embryo,Larvae	+	ce10
wdr-5	Embryo	+	ce10
zag-1	Larvae	+	ce10
zfp-1	Larvae	+	ce10
zhp-3	Adult	+	ce10
zim-1	Adult	+	ce10
zim-3	Adult	+	ce10
zip-2	Larvae	+	ce10
zip-8	Embryo	+	ce10
ztf-11	Embryo,Larvae	+	ce10
ztf-4	Larvae	+	ce10
ztf-7	Larvae	+	ce10
aha-1	Larvae	+	ce11
alr-1	Larvae	+	ce11
aly-2	Larvae	+	ce11
ama-1	Adult,Embryo,Larvae	+	ce11
ash-2	Adult,Embryo	+	ce11
atfs-1	Adult	+	ce11
blmp-1	Embryo,Larvae	+	ce11
capg-1	Embryo	+	ce11
capg-2	Embryo	+	ce11
cbp-1	Embryo	+	ce11
cec-3	Adult	+	ce11
cec-5	Adult	+	ce11
cec-7	Adult	+	ce11
ceh-16	Larvae	+	ce11
ceh-28	Larvae	+	ce11
ceh-30	Embryo	+	ce11
ceh-37	Larvae	+	ce11
ceh-39	Embryo	+	ce11
ceh-51	Embryo	+	ce11
ceh-82	Larvae	+	ce11
ces-1	Embryo,Larvae	+	ce11
chd-3	Adult	+	ce11
coh-1	Adult	+	ce11
coh-3	Adult	+	ce11
csr-1	Adult	+	ce11
daf-12	Larvae	+	ce11
daf-16	Adult	+	ce11
dpl-1	Adult,Embryo,Larvae	+	ce11
dpy-26	Embryo	+	ce11
dpy-27	Adult,Embryo,Larvae	+	ce11
dpy-28	Embryo	+	ce11
dpy-30	Embryo	+	ce11
dve-1	Adult,Embryo,Larvae	+	ce11
efl-1	Adult,Embryo,Larvae	+	ce11
egl-27	Larvae	+	ce11
egl-5	Larvae	+	ce11
elt-1	Larvae	+	ce11
elt-2	Larvae	+	ce11
elt-3	Embryo,Larvae	+	ce11
eor-1	Larvae	+	ce11
epc-1	Larvae	+	ce11
fkh-10	Embryo,Larvae	+	ce11
fkh-2	Larvae	+	ce11
fkh-7	Larvae	+	ce11
fos-1	Larvae	+	ce11
gmeb-1	Larvae	+	ce11
ham-1	Larvae	+	ce11
hcp-3	Embryo	+	ce11
hcp-4	Embryo	+	ce11
hcp-6	Embryo	+	ce11
hda-1	Adult,Embryo,Larvae	+	ce11
hif-1	Larvae	+	ce11
him-1	Adult,Larvae	+	ce11
him-17	Adult	+	ce11
him-3	Adult	+	ce11
him-5	Adult	+	ce11
him-8	Adult	+	ce11
hlh-1	Embryo	+	ce11
hlh-30	Embryo,Larvae	+	ce11
hpl-2	Adult,Larvae	+	ce11
htp-3	Adult	+	ce11
imb-1	Embryo	+	ce11
jmjd-2	Larvae	+	ce11
jun-1	Larvae	+	ce11
kle-2	Adult,Embryo,Larvae	+	ce11
lag-1	Larvae	+	ce11
lem-2	Embryo	+	ce11
let-418	Adult,Larvae	+	ce11
let-607	Adult	+	ce11
lin-11	Larvae	+	ce11
lin-13	Adult,Embryo,Larvae	+	ce11
lin-15B	Larvae	+	ce11
lin-35	Adult,Embryo,Larvae	+	ce11
lin-36	Larvae	+	ce11
lin-37	Embryo,Larvae	+	ce11
lin-39	Larvae	+	ce11
lin-42	-	+	ce11
lin-52	Embryo,Larvae	+	ce11
lin-53	Larvae	+	ce11
lin-54	Embryo,Larvae	+	ce11
lin-61	Adult,Larvae	+	ce11
lin-9	Embryo,Larvae	+	ce11
lsy-2	Embryo,Larvae	+	ce11
mab-5	Embryo,Larvae	+	ce11
mau-2	Embryo	+	ce11
mdl-1	Larvae	+	ce11
mdt-15	Embryo	+	ce11
med-1	Embryo	+	ce11
mef-2	Larvae	+	ce11
mep-1	Embryo	+	ce11
met-2	Adult	+	ce11
mis-12	Embryo	+	ce11
mix-1	Embryo	+	ce11
mml-1	Larvae	+	ce11
mre-11	Adult	+	ce11
mrg-1	Adult,Embryo,Larvae	+	ce11
msh-5	Adult	+	ce11
nfya-1	Adult,Embryo,Larvae	+	ce11
nhr-10	Larvae	+	ce11
nhr-11	Embryo,Larvae	+	ce11
nhr-116	Larvae	+	ce11
nhr-12	Embryo,Larvae	+	ce11
nhr-129	Larvae	+	ce11
nhr-2	Embryo	+	ce11
nhr-21	Larvae	+	ce11
nhr-23	Larvae	+	ce11
nhr-237	Embryo,Larvae	+	ce11
nhr-25	Larvae	+	ce11
nhr-28	Embryo,Larvae	+	ce11
nhr-6	Larvae	+	ce11
nhr-67	Larvae	+	ce11
nhr-76	Larvae	+	ce11
nhr-77	Larvae	+	ce11
npp-13	Embryo	+	ce11
npp-3	Embryo	+	ce11
nurf-1	Larvae	+	ce11
pax-1	Embryo	+	ce11
peb-1	Larvae	+	ce11
pes-1	Larvae	+	ce11
pha-4	Adult,Embryo,Larvae	+	ce11
pop-1	Embryo	+	ce11
pqm-1	Larvae	+	ce11
pqn-85	Embryo,Larvae	+	ce11
rec-8	Adult	+	ce11
rpc-1	Larvae	+	ce11
sax-3	Larvae	+	ce11
scc-1	Adult,Larvae	+	ce11
sdc-1	Embryo	+	ce11
sdc-2	Embryo	+	ce11
sdc-3	Embryo,Larvae	+	ce11
sea-2	Larvae	+	ce11
sem-4	Larvae	+	ce11
sin-3	Embryo,Larvae	+	ce11
skn-1	Larvae	+	ce11
sma-3	Larvae	+	ce11
sma-4	Larvae	+	ce11
sma-9	Larvae	+	ce11
smc-3	Larvae	+	ce11
smc-4	Embryo	+	ce11
smc-6	Embryo	+	ce11
sptf-1	Larvae	+	ce11
taf-1	Embryo	+	ce11
tbp-1	Embryo	+	ce11
tlp-1	Larvae	+	ce11
top-2	Larvae	+	ce11
tra-1	Adult,Larvae	+	ce11
unc-119	Embryo	+	ce11
unc-130	Larvae	+	ce11
unc-39	Embryo,Larvae	+	ce11
unc-55	Larvae	+	ce11
unc-62	Adult,Embryo,Larvae	+	ce11
wdr-5	Embryo	+	ce11
zag-1	Larvae	+	ce11
zfp-1	Larvae	+	ce11
zhp-3	Adult	+	ce11
zim-1	Adult	+	ce11
zim-3	Adult	+	ce11
zip-2	Larvae	+	ce11
zip-8	Embryo	+	ce11
ztf-11	Embryo,Larvae	+	ce11
ztf-4	Larvae	+	ce11
ztf-7	Larvae	+	ce11
AGO2	Cell line	+	dm3
Abd-B	Cell line	+	dm3
Acf	Embryo	+	dm3
Act5C	Adult,Cell line	+	dm3
Ada2b	Adult,Embryo	+	dm3
Adf1	Cell line	+	dm3
Aef1	Cell line	+	dm3
Art1	Cell line	+	dm3
BEAF-32	Cell line,Embryo,Larvae	+	dm3
BRWD3	Cell line	+	dm3
BigH1	Adult,Cell line,Embryo	+	dm3
Br140	Cell line,Embryo	+	dm3
CBP	Adult,Cell line,Embryo,Larvae,Pupae	+	dm3
CG10543	Cell line	+	dm3
CG10949	Embryo	+	dm3
CG11902	Pupae	+	dm3
CG11906	Embryo	+	dm3
CG42741	Embryo	+	dm3
CG7099	Cell line	+	dm3
CG7691	Pupae	+	dm3
CG8478	Cell line,Embryo,Pupae	+	dm3
CG9609	Cell line	+	dm3
CTCF	Cell line,Embryo,Larvae,Pupae	+	dm3
Cap-D3	Cell line	+	dm3
Cap-H2	Cell line,Larvae	+	dm3
Cdc6	-	+	dm3
Cdk12	Larvae	+	dm3
Cdk8	Cell line	+	dm3
Cdk9	Cell line	+	dm3
Cf2	Embryo	+	dm3
Chd1	Adult,Cell line	+	dm3
Chro	Cell line,Embryo	+	dm3
Clamp	Cell line,Embryo,Larvae	+	dm3
Clk	Adult	+	dm3
Cp190	Cell line,Embryo,Larvae,Pupae	+	dm3
D	Embryo	+	dm3
Dfd	Embryo	+	dm3
Dll	Larvae	+	dm3
DnaJ-1	Cell line	+	dm3
Dp1	Cell line,Pupae	+	dm3
Dref	Cell line	+	dm3
Dsp1	Embryo	+	dm3
E(bx)	Cell line	+	dm3
E(z)	Cell line,Embryo,Larvae	+	dm3
EcR	Cell line,Pupae	+	dm3
Elba2	Embryo	+	dm3
Elba3	Embryo	+	dm3
Etl1	Cell line	+	dm3
FoxK	Embryo	+	dm3
Gcn5	Adult,Cell line	+	dm3
Gug	Cell line	+	dm3
HDAC4	Embryo	+	dm3
HDAC6	Embryo	+	dm3
HGTX	Embryo	+	dm3
HP1b	Adult,Embryo,Larvae	+	dm3
HP1c	Adult,Cell line,Embryo,Larvae	+	dm3
HP4	Embryo	+	dm3
Hmr	Cell line,Larvae	+	dm3
Hr39	Embryo	+	dm3
Hrb27C	Cell line	+	dm3
Hrb87F	Cell line	+	dm3
Hsp83	Cell line	+	dm3
Ibf1	Cell line	+	dm3
Ibf2	Cell line	+	dm3
Ice1	Cell line	+	dm3
Irbp	-	+	dm3
Iswi	Adult,Cell line	+	dm3
JIL-1	Cell line,Larvae	+	dm3
Jarid2	Embryo,Larvae	+	dm3
Kdm2	Adult,Embryo	+	dm3
Kdm4A	Adult,Larvae	+	dm3
Kr	Embryo	+	dm3
Kr-h1	Embryo	+	dm3
Lam	Cell line	+	dm3
Lgr1	Cell line	+	dm3
Lint-O	Cell line	+	dm3
Lpt	Adult,Cell line,Larvae	+	dm3
LysE	Cell line,Larvae	+	dm3
M1BP	Cell line	+	dm3
MBD-R2	Embryo	+	dm3
MRG15	Cell line	+	dm3
Mad	Cell line,Embryo	+	dm3
Max	Cell line	+	dm3
Mcm2	Cell line	+	dm3
Med	Cell line	+	dm3
Mef2	Embryo	+	dm3
Mes2	Embryo	+	dm3
Mi-2	Adult,Cell line	+	dm3
Mlf	Cell line	+	dm3
Myc	Adult,Cell line	+	dm3
N	Larvae	+	dm3
NELF-B	Cell line	+	dm3
Nelf-A	Cell line,Embryo,Larvae,Pupae	+	dm3
Nelf-E	Adult,Cell line	+	dm3
Nup107	Cell line	+	dm3
Nup93-1	Cell line	+	dm3
Nup98-96	Cell line	+	dm3
Oga	Larvae	+	dm3
Orc2	Adult,Cell line,Embryo,Larvae	+	dm3
PCID2	Embryo	+	dm3
Pc	Adult,Cell line,Embryo	+	dm3
Pcl	Embryo	+	dm3
Pof	Adult,Embryo,Larvae	+	dm3
Psc	Cell line,Embryo,Larvae	+	dm3
Rbf	Pupae	+	dm3
Rbp1	Cell line	+	dm3
Rrp40	Cell line	+	dm3
Rrp6	Cell line	+	dm3
Rsf1	Embryo	+	dm3
RunxB	Embryo	+	dm3
SF1	-	+	dm3
SMC3	Larvae	+	dm3
Saf6	Adult,Cell line	+	dm3
Sce	Cell line,Embryo	+	dm3
Scm	Cell line,Embryo	+	dm3
Set1	Cell line	+	dm3
Sfmbt	Adult,Larvae	+	dm3
Sgf11	Cell line,Embryo	+	dm3
Sidpn	Embryo	+	dm3
Sin3A	Embryo	+	dm3
Smox	Cell line	+	dm3
SoxN	Embryo	+	dm3
Spps	Larvae	+	dm3
Spt3	Adult,Cell line,Embryo	+	dm3
Spt5	Cell line	+	dm3
Ssrp	Cell line	+	dm3
Stat92E	Adult	+	dm3
Su(H)	Cell line,Embryo	+	dm3
Su(Tpl)	Cell line	+	dm3
Su(var)2-HP2	Adult,Embryo,Larvae	+	dm3
Su(var)205	Adult,Cell line,Embryo,Larvae	+	dm3
Su(var)3-3	Adult,Embryo	+	dm3
Su(var)3-7	Adult,Embryo,Larvae	+	dm3
Su(var)3-9	Larvae	+	dm3
Su(z)12	Embryo,Larvae	+	dm3
SuUR	Adult,Embryo	+	dm3
Tbp	Embryo	+	dm3
Tet	Cell line	+	dm3
TfAP-2	Embryo	+	dm3
TfIIB	Cell line,Embryo	+	dm3
TfIIFalpha	Embryo	+	dm3
Trf2	Embryo	+	dm3
Trl	Cell line,Embryo,Larvae,Pupae	+	dm3
Ubqn	Cell line	+	dm3
Ubx	Cell line,Embryo	+	dm3
Upf1	Cell line	+	dm3
Utx	Cell line	+	dm3
ZIPIC	Cell line,Embryo	+	dm3
Zaf1	Embryo	+	dm3
ab	Larvae	+	dm3
abd-A	Cell line	+	dm3
aop	Embryo	+	dm3
apt	Embryo	+	dm3
arm	-	+	dm3
ash1	Cell line	+	dm3
ash2	Larvae	+	dm3
atms	Adult,Cell line	+	dm3
bap	Embryo	+	dm3
bcd	Embryo	+	dm3
bin	Embryo	+	dm3
brk	Larvae	+	dm3
brm	Adult,Cell line	+	dm3
bs	Embryo	+	dm3
cad	Embryo	+	dm3
cbt	Larvae	+	dm3
cg	Adult,Cell line,Larvae	+	dm3
cic	Embryo	+	dm3
cuff	Adult	+	dm3
disco	Embryo	+	dm3
dl	Embryo	+	dm3
dre4	Cell line	+	dm3
drm	Embryo	+	dm3
dve	Embryo	+	dm3
dwg	Embryo	+	dm3
elav	Embryo	+	dm3
en	Larvae	+	dm3
enok	Adult	+	dm3
erm	Embryo	+	dm3
esg	Adult	+	dm3
eve	Embryo	+	dm3
exd	Embryo	+	dm3
ey	Larvae	+	dm3
fd19B	Embryo	+	dm3
feo	-	+	dm3
fs(1)h	Cell line,Embryo	+	dm3
gfzf	Cell line	+	dm3
grh	Cell line,Embryo,Larvae	+	dm3
gro	Embryo	+	dm3
gt	Embryo	+	dm3
hb	Embryo	+	dm3
hng3	Embryo	+	dm3
hth	Larvae	+	dm3
insv	Embryo	+	dm3
kis	Cell line	+	dm3
kni	Embryo	+	dm3
l(1)sc	Embryo	+	dm3
l(3)mbt	Cell line,Larvae	+	dm3
lilli	Cell line	+	dm3
lmd	Embryo	+	dm3
lola	Embryo	+	dm3
mago	Cell line	+	dm3
mid	Embryo	+	dm3
mle	Cell line,Larvae	+	dm3
mod(mdg4)	Cell line	+	dm3
mof	Cell line,Embryo,Larvae	+	dm3
msl-1	Cell line,Larvae	+	dm3
msl-2	Cell line	+	dm3
msl-3	Cell line,Embryo,Larvae	+	dm3
mxc	Embryo	+	dm3
not	Embryo	+	dm3
nub	Embryo	+	dm3
opa	-	+	dm3
osa	Cell line	+	dm3
pan	Embryo,Larvae,Pupae	+	dm3
ph-d	Adult,Cell line,Embryo,Larvae	+	dm3
ph-p	Larvae	+	dm3
pho	Cell line,Embryo,Larvae	+	dm3
pita	Cell line,Embryo	+	dm3
polybromo	Cell line	+	dm3
psq	Cell line,Pupae	+	dm3
pzg	Cell line	+	dm3
rhi	Adult	+	dm3
row	Adult,Cell line	+	dm3
rump	Cell line	+	dm3
sc	Adult	+	dm3
sd	Larvae	+	dm3
shep	Cell line,Larvae	+	dm3
shn	Cell line	+	dm3
slp1	Embryo	+	dm3
sna	Embryo	+	dm3
so	Larvae	+	dm3
stil	-	+	dm3
su(Hw)	Adult,Cell line,Embryo	+	dm3
trem	Adult	+	dm3
trr	Adult,Cell line	+	dm3
trx	Cell line	+	dm3
tsu	Cell line	+	dm3
twi	Cell line,Embryo	+	dm3
upSET	Embryo	+	dm3
ush	Embryo	+	dm3
usp	Larvae,Pupae	+	dm3
velo	Cell line	+	dm3
vtd	Cell line	+	dm3
wda	Adult,Cell line	+	dm3
wds	Cell line	+	dm3
woc	Adult,Cell line	+	dm3
yki	Embryo,Larvae	+	dm3
z	Cell line	+	dm3
zen	Embryo	+	dm3
AGO2	Cell line	+	dm6
Abd-B	Cell line	+	dm6
Acf	Embryo	+	dm6
Act5C	Adult,Cell line	+	dm6
Ada2b	Adult,Embryo	+	dm6
Adf1	Cell line	+	dm6
Aef1	Cell line	+	dm6
Art1	Cell line	+	dm6
BEAF-32	Cell line,Embryo,Larvae	+	dm6
BRWD3	Cell line	+	dm6
BigH1	Adult,Cell line,Embryo	+	dm6
Br140	Cell line,Embryo	+	dm6
CBP	Adult,Cell line,Embryo,Larvae,Pupae	+	dm6
CG10543	Cell line	+	dm6
CG10949	Embryo	+	dm6
CG11902	Pupae	+	dm6
CG11906	Embryo	+	dm6
CG42741	Embryo	+	dm6
CG7099	Cell line	+	dm6
CG7691	Pupae	+	dm6
CG8478	Cell line,Embryo,Pupae	+	dm6
CG9609	Cell line	+	dm6
CTCF	Cell line,Embryo,Larvae,Pupae	+	dm6
Cap-D3	Cell line	+	dm6
Cap-H2	Cell line,Larvae	+	dm6
Cdc6	-	+	dm6
Cdk12	Larvae	+	dm6
Cdk8	Cell line	+	dm6
Cdk9	Cell line	+	dm6
Cf2	Embryo	+	dm6
Chd1	Adult,Cell line	+	dm6
Chro	Cell line,Embryo	+	dm6
Clamp	Cell line,Embryo,Larvae	+	dm6
Clk	Adult	+	dm6
Cp190	Cell line,Embryo,Larvae,Pupae	+	dm6
D	Embryo	+	dm6
Dfd	Embryo	+	dm6
Dll	Larvae	+	dm6
DnaJ-1	Cell line	+	dm6
Dp1	Cell line,Pupae	+	dm6
Dref	Cell line	+	dm6
Dsp1	Embryo	+	dm6
E(bx)	Cell line,Embryo	+	dm6
E(z)	Cell line,Embryo,Larvae	+	dm6
EcR	Adult,Cell line,Pupae	+	dm6
Elba2	Embryo	+	dm6
Elba3	Embryo	+	dm6
Etl1	Cell line	+	dm6
Fer3	Embryo	+	dm6
FoxK	Embryo	+	dm6
Gcn5	Adult,Cell line	+	dm6
Gug	Cell line	+	dm6
HDAC4	Embryo	+	dm6
HDAC6	Embryo	+	dm6
HGTX	Embryo	+	dm6
HP1b	Adult,Embryo,Larvae	+	dm6
HP1c	Adult,Cell line,Embryo,Larvae	+	dm6
HP4	Embryo	+	dm6
Hmr	Cell line,Larvae	+	dm6
Hnf4	Adult	+	dm6
Hr39	Embryo	+	dm6
Hr4	Embryo	+	dm6
Hr78	Embryo	+	dm6
Hrb27C	Cell line	+	dm6
Hrb87F	Cell line	+	dm6
Hsp83	Cell line	+	dm6
Ibf1	Cell line	+	dm6
Ibf2	Cell line	+	dm6
Ice1	Cell line	+	dm6
Irbp	-	+	dm6
Iswi	Adult,Cell line	+	dm6
JIL-1	Cell line,Larvae	+	dm6
Jarid2	Embryo,Larvae	+	dm6
Kdm2	Adult,Embryo	+	dm6
Kdm4A	Adult,Larvae	+	dm6
Kr	Embryo	+	dm6
Kr-h1	Embryo	+	dm6
Lam	Cell line	+	dm6
Lgr1	Cell line	+	dm6
Lint-O	Cell line	+	dm6
Lpt	Adult,Cell line,Embryo,Larvae	+	dm6
LysE	Cell line,Larvae	+	dm6
M1BP	Cell line	+	dm6
MBD-R2	Embryo	+	dm6
MRG15	Cell line	+	dm6
Mad	Cell line,Embryo	+	dm6
Max	Cell line	+	dm6
Mcm2	Cell line	+	dm6
Med	Cell line	+	dm6
Mef2	Embryo	+	dm6
Mes2	Embryo	+	dm6
Mi-2	Adult,Cell line,Embryo	+	dm6
Mlf	Cell line	+	dm6
Myc	Adult,Cell line	+	dm6
N	Larvae	+	dm6
NELF-B	Cell line	+	dm6
Nelf-A	Cell line,Embryo,Larvae,Pupae	+	dm6
Nelf-E	Adult,Cell line	+	dm6
Nup107	Cell line	+	dm6
Nup93-1	Cell line	+	dm6
Nup98-96	Cell line,Larvae	+	dm6
Oga	Larvae	+	dm6
Orc2	Adult,Cell line,Embryo,Larvae	+	dm6
PCID2	Embryo	+	dm6
Pc	Adult,Cell line,Embryo	+	dm6
Pcl	Embryo	+	dm6
Pof	Adult,Embryo,Larvae	+	dm6
Psc	Cell line,Embryo,Larvae	+	dm6
Ptip	Embryo	+	dm6
Rbf	Pupae	+	dm6
Rbp1	Cell line	+	dm6
Rrp40	Cell line	+	dm6
Rrp6	Cell line	+	dm6
Rsf1	Embryo	+	dm6
RunxB	Embryo	+	dm6
SF1	-	+	dm6
SMC3	Larvae	+	dm6
Saf6	Adult,Cell line	+	dm6
Sce	Cell line,Embryo	+	dm6
Scm	Cell line,Embryo	+	dm6
Set1	Cell line	+	dm6
Sfmbt	Adult,Larvae	+	dm6
Sgf11	Cell line,Embryo	+	dm6
Sidpn	Embryo	+	dm6
Sin3A	Cell line,Embryo	+	dm6
Smox	Cell line	+	dm6
SoxN	Embryo	+	dm6
Spps	Larvae	+	dm6
Spt3	Adult,Cell line,Embryo	+	dm6
Spt5	Cell line	+	dm6
Ssrp	Cell line	+	dm6
Stat92E	Adult,Embryo,Pupae	+	dm6
Su(H)	Cell line,Embryo	+	dm6
Su(Tpl)	Cell line	+	dm6
Su(var)2-HP2	Adult,Embryo,Larvae	+	dm6
Su(var)205	Adult,Cell line,Embryo,Larvae	+	dm6
Su(var)3-3	Adult,Embryo	+	dm6
Su(var)3-7	Adult,Embryo,Larvae	+	dm6
Su(var)3-9	Embryo,Larvae	+	dm6
Su(z)12	Embryo,Larvae	+	dm6
SuUR	Adult,Embryo	+	dm6
Tbp	Embryo	+	dm6
Tet	Cell line	+	dm6
TfAP-2	Embryo	+	dm6
TfIIB	Cell line,Embryo	+	dm6
TfIIFalpha	Embryo	+	dm6
Trf2	Embryo	+	dm6
Trl	Cell line,Embryo,Larvae,Pupae	+	dm6
Ubqn	Cell line	+	dm6
Ubx	Cell line,Embryo,Larvae	+	dm6
Upf1	Cell line	+	dm6
Utx	Cell line	+	dm6
ZIPIC	Cell line,Embryo	+	dm6
Zaf1	Embryo	+	dm6
ab	Larvae	+	dm6
abd-A	Cell line	+	dm6
aop	Embryo	+	dm6
apt	Embryo	+	dm6
arm	-	+	dm6
ash1	Cell line	+	dm6
ash2	Larvae	+	dm6
atms	Adult,Cell line	+	dm6
bap	Embryo	+	dm6
bcd	Embryo	+	dm6
bin	Embryo	+	dm6
brk	Larvae	+	dm6
brm	Adult,Cell line	+	dm6
bs	Embryo	+	dm6
cad	Embryo	+	dm6
cbt	Embryo,Larvae	+	dm6
cg	Adult,Cell line,Larvae	+	dm6
cic	Embryo,Larvae	+	dm6
cnc	-	+	dm6
cuff	Adult	+	dm6
disco	Embryo	+	dm6
dl	Embryo	+	dm6
dre4	Cell line	+	dm6
drm	Embryo	+	dm6
dve	Embryo	+	dm6
dwg	Embryo	+	dm6
elav	Embryo	+	dm6
en	Larvae	+	dm6
enok	Adult	+	dm6
erm	Embryo	+	dm6
esg	Adult	+	dm6
exd	Embryo	+	dm6
ey	Larvae	+	dm6
fd19B	Embryo	+	dm6
feo	-	+	dm6
foxo	Adult	+	dm6
fs(1)h	Cell line,Embryo	+	dm6
gfzf	Cell line	+	dm6
grh	Cell line,Embryo,Larvae	+	dm6
gro	Embryo	+	dm6
gt	Embryo	+	dm6
hb	Embryo	+	dm6
hkb	Embryo	+	dm6
hng3	Embryo	+	dm6
hth	Embryo,Larvae	+	dm6
insv	Cell line,Embryo	+	dm6
kis	Cell line	+	dm6
kn	Embryo	+	dm6
l(1)sc	Embryo	+	dm6
l(3)mbt	Cell line,Larvae	+	dm6
lilli	Cell line	+	dm6
lmd	Embryo	+	dm6
lola	Embryo	+	dm6
lov	Embryo	+	dm6
mago	Cell line	+	dm6
mid	Embryo	+	dm6
mle	Cell line,Larvae	+	dm6
